student_id,age,gender,academic_level,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score,country_name,country_name_std,country_code,gdp_2024,pop_2024,gdp_2023,pop_2023,gdp_latest,pop_latest,sleep_debt,usage_bucket,yoy_gdp_pct,yoy_pop_pct
334,21,Male,Graduate,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.5999999999999996,Heavy,6.582437452528262,0.894685141511051
335,20,Female,Undergraduate,3.8,Instagram,No,8.0,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
336,22,Male,Graduate,5.4,TikTok,Yes,6.8,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,1.2000000000000002,Heavy,18.065698592111797,0.2258351253337715
337,19,Female,Undergraduate,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.5999999999999996,Extreme,4.2589103007234,0.9812042343123991
338,21,Male,Graduate,5.7,WhatsApp,Yes,6.5,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.5,Heavy,2.3999044620948546,0.864228520726634
339,20,Female,Undergraduate,4.4,Instagram,No,7.6,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.40000000000000036,Heavy,3.265881910250046,0.3356573950363703
340,22,Male,Graduate,5.2,TikTok,Yes,7.0,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,1.0,Heavy,0.11488145296135578,3.00651260753681
341,19,Female,Undergraduate,5.0,Instagram,Yes,6.9,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,1.0999999999999996,Heavy,5.335868030817975,0.9498383694352042
342,21,Male,Graduate,3.8,Facebook,No,8.0,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
343,20,Female,Undergraduate,4.7,TikTok,Yes,7.2,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.7999999999999998,Heavy,3.3002305429823706,1.368923807370563
344,22,Male,Graduate,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.7000000000000002,Heavy,6.582437452528262,0.894685141511051
345,19,Female,Undergraduate,3.7,Instagram,No,8.1,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
346,21,Male,Graduate,5.3,Instagram,Yes,6.9,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,1.0999999999999996,Heavy,18.065698592111797,0.2258351253337715
347,20,Female,Undergraduate,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.7,Extreme,4.2589103007234,0.9812042343123991
348,22,Male,Graduate,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.5999999999999996,Heavy,2.3999044620948546,0.864228520726634
349,19,Female,Undergraduate,4.3,Instagram,No,7.7,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.2999999999999998,Heavy,3.265881910250046,0.3356573950363703
350,21,Male,Graduate,5.1,Instagram,Yes,7.1,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.9000000000000004,Heavy,0.11488145296135578,3.00651260753681
351,20,Female,Undergraduate,4.9,TikTok,Yes,7.0,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,1.0,Heavy,5.335868030817975,0.9498383694352042
352,22,Male,Graduate,3.7,Facebook,No,8.1,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
353,19,Female,Undergraduate,4.6,Instagram,Yes,7.3,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.7000000000000002,Heavy,3.3002305429823706,1.368923807370563
354,21,Male,Graduate,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.7999999999999998,Extreme,6.582437452528262,0.894685141511051
355,20,Female,Undergraduate,3.6,Instagram,No,8.2,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
356,22,Male,Graduate,5.2,TikTok,Yes,7.0,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,1.0,Heavy,18.065698592111797,0.2258351253337715
357,19,Female,Undergraduate,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.8,Extreme,4.2589103007234,0.9812042343123991
358,21,Male,Graduate,5.9,WhatsApp,Yes,6.3,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.7000000000000002,Heavy,2.3999044620948546,0.864228520726634
359,20,Female,Undergraduate,4.2,Instagram,No,7.8,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.20000000000000018,Heavy,3.265881910250046,0.3356573950363703
360,22,Male,Graduate,5.0,TikTok,Yes,7.2,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.7999999999999998,Heavy,0.11488145296135578,3.00651260753681
361,19,Female,Undergraduate,4.8,Instagram,Yes,7.1,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.9000000000000004,Heavy,5.335868030817975,0.9498383694352042
362,21,Male,Graduate,3.6,Facebook,No,8.2,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
363,20,Female,Undergraduate,4.5,TikTok,Yes,7.4,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.5999999999999996,Heavy,3.3002305429823706,1.368923807370563
364,22,Male,Graduate,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,1.9000000000000004,Extreme,6.582437452528262,0.894685141511051
365,19,Female,Undergraduate,3.5,Instagram,No,8.3,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
366,21,Male,Graduate,5.1,Instagram,Yes,7.1,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.9000000000000004,Heavy,18.065698592111797,0.2258351253337715
367,20,Female,Undergraduate,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,2.9000000000000004,Extreme,4.2589103007234,0.9812042343123991
368,22,Male,Graduate,6.0,WhatsApp,Yes,6.2,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.7999999999999998,Heavy,2.3999044620948546,0.864228520726634
369,19,Female,Undergraduate,4.1,Instagram,No,7.9,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.09999999999999964,Heavy,3.265881910250046,0.3356573950363703
370,21,Male,Graduate,4.9,Instagram,Yes,7.3,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.7000000000000002,Heavy,0.11488145296135578,3.00651260753681
371,20,Female,Undergraduate,4.7,TikTok,Yes,7.2,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.7999999999999998,Heavy,5.335868030817975,0.9498383694352042
372,22,Male,Graduate,3.5,Facebook,No,8.3,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
373,19,Female,Undergraduate,4.4,Instagram,Yes,7.5,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.5,Heavy,3.3002305429823706,1.368923807370563
374,21,Male,Graduate,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.0,Extreme,6.582437452528262,0.894685141511051
375,20,Female,Undergraduate,3.4,Instagram,No,8.4,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
376,22,Male,Graduate,5.0,TikTok,Yes,7.2,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.7999999999999998,Heavy,18.065698592111797,0.2258351253337715
377,19,Female,Undergraduate,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.0,Extreme,4.2589103007234,0.9812042343123991
378,21,Male,Graduate,6.1,WhatsApp,Yes,6.1,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,1.9000000000000004,Extreme,2.3999044620948546,0.864228520726634
379,20,Female,Undergraduate,4.0,Instagram,No,8.0,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
380,22,Male,Graduate,4.8,TikTok,Yes,7.4,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.5999999999999996,Heavy,0.11488145296135578,3.00651260753681
381,19,Female,Undergraduate,4.6,Instagram,Yes,7.3,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.7000000000000002,Heavy,5.335868030817975,0.9498383694352042
382,21,Male,Graduate,3.4,Facebook,No,8.4,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
383,20,Female,Undergraduate,4.3,TikTok,Yes,7.6,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.40000000000000036,Heavy,3.3002305429823706,1.368923807370563
384,22,Male,Graduate,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.0999999999999996,Extreme,6.582437452528262,0.894685141511051
385,19,Female,Undergraduate,3.3,Instagram,No,8.5,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
386,21,Male,Graduate,4.9,Instagram,Yes,7.3,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.7000000000000002,Heavy,18.065698592111797,0.2258351253337715
387,20,Female,Undergraduate,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.0999999999999996,Extreme,4.2589103007234,0.9812042343123991
388,22,Male,Graduate,6.2,WhatsApp,Yes,6.0,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.0,Extreme,2.3999044620948546,0.864228520726634
389,19,Female,Undergraduate,3.9,Instagram,No,8.1,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
390,21,Male,Graduate,4.7,Instagram,Yes,7.5,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.5,Heavy,0.11488145296135578,3.00651260753681
391,20,Female,Undergraduate,4.5,TikTok,Yes,7.4,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.5999999999999996,Heavy,5.335868030817975,0.9498383694352042
392,22,Male,Graduate,3.3,Facebook,No,8.5,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
393,19,Female,Undergraduate,4.2,Instagram,Yes,7.7,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.2999999999999998,Heavy,3.3002305429823706,1.368923807370563
394,21,Male,Graduate,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.2,Extreme,6.582437452528262,0.894685141511051
395,20,Female,Undergraduate,3.2,Instagram,No,8.6,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
396,22,Male,Graduate,4.8,TikTok,Yes,7.4,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.5999999999999996,Heavy,18.065698592111797,0.2258351253337715
397,19,Female,Undergraduate,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.2,Extreme,4.2589103007234,0.9812042343123991
398,21,Male,Graduate,6.3,WhatsApp,Yes,5.9,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.0999999999999996,Extreme,2.3999044620948546,0.864228520726634
399,20,Female,Undergraduate,3.8,Instagram,No,8.2,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
400,22,Male,Graduate,4.6,TikTok,Yes,7.6,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.40000000000000036,Heavy,0.11488145296135578,3.00651260753681
401,19,Female,Undergraduate,4.4,Instagram,Yes,7.5,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.5,Heavy,5.335868030817975,0.9498383694352042
402,21,Male,Graduate,3.2,Facebook,No,8.6,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
403,20,Female,Undergraduate,4.1,TikTok,Yes,7.8,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.20000000000000018,Heavy,3.3002305429823706,1.368923807370563
404,22,Male,Graduate,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.3,Extreme,6.582437452528262,0.894685141511051
405,19,Female,Undergraduate,3.1,Instagram,No,8.7,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
406,21,Male,Graduate,4.7,Instagram,Yes,7.5,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.5,Heavy,18.065698592111797,0.2258351253337715
407,20,Female,Undergraduate,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.3,Extreme,4.2589103007234,0.9812042343123991
408,22,Male,Graduate,6.4,WhatsApp,Yes,5.8,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.2,Extreme,2.3999044620948546,0.864228520726634
409,19,Female,Undergraduate,3.7,Instagram,No,8.3,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
410,21,Male,Graduate,4.5,Instagram,Yes,7.7,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.2999999999999998,Heavy,0.11488145296135578,3.00651260753681
411,20,Female,Undergraduate,4.3,TikTok,Yes,7.6,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.40000000000000036,Heavy,5.335868030817975,0.9498383694352042
412,22,Male,Graduate,3.1,Facebook,No,8.7,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
413,19,Female,Undergraduate,4.0,Instagram,Yes,7.9,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.09999999999999964,Moderate,3.3002305429823706,1.368923807370563
414,21,Male,Graduate,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.4000000000000004,Extreme,6.582437452528262,0.894685141511051
415,20,Female,Undergraduate,3.0,Instagram,No,8.8,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
416,22,Male,Graduate,4.6,TikTok,Yes,7.6,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.40000000000000036,Heavy,18.065698592111797,0.2258351253337715
417,19,Female,Undergraduate,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.4000000000000004,Extreme,4.2589103007234,0.9812042343123991
418,21,Male,Graduate,6.5,WhatsApp,Yes,5.7,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.3,Extreme,2.3999044620948546,0.864228520726634
419,20,Female,Undergraduate,3.6,Instagram,No,8.4,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
420,22,Male,Graduate,4.4,TikTok,Yes,7.8,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.20000000000000018,Heavy,0.11488145296135578,3.00651260753681
421,19,Female,Undergraduate,4.2,Instagram,Yes,7.7,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.2999999999999998,Heavy,5.335868030817975,0.9498383694352042
422,21,Male,Graduate,3.0,Facebook,No,8.8,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
423,20,Female,Undergraduate,3.9,TikTok,Yes,8.0,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.0,Moderate,3.3002305429823706,1.368923807370563
424,22,Male,Graduate,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.5,Extreme,6.582437452528262,0.894685141511051
425,19,Female,Undergraduate,2.9,Instagram,No,8.9,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
426,21,Male,Graduate,4.5,Instagram,Yes,7.7,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.2999999999999998,Heavy,18.065698592111797,0.2258351253337715
427,20,Female,Undergraduate,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.5,Extreme,4.2589103007234,0.9812042343123991
428,22,Male,Graduate,6.6,WhatsApp,Yes,5.6,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.4000000000000004,Extreme,2.3999044620948546,0.864228520726634
429,19,Female,Undergraduate,3.5,Instagram,No,8.5,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
430,21,Male,Graduate,4.3,Instagram,Yes,7.9,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.09999999999999964,Heavy,0.11488145296135578,3.00651260753681
431,20,Female,Undergraduate,4.1,TikTok,Yes,7.8,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.20000000000000018,Heavy,5.335868030817975,0.9498383694352042
432,22,Male,Graduate,2.9,Facebook,No,8.9,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
433,19,Female,Undergraduate,3.8,Instagram,Yes,8.1,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.0,Moderate,3.3002305429823706,1.368923807370563
434,21,Male,Graduate,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.5999999999999996,Extreme,6.582437452528262,0.894685141511051
435,20,Female,Undergraduate,2.8,Instagram,No,9.0,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
436,22,Male,Graduate,4.4,TikTok,Yes,7.8,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.20000000000000018,Heavy,18.065698592111797,0.2258351253337715
437,19,Female,Undergraduate,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,USA,United States,USA,85809.9003846356,340110988.0,82304.6204272866,336806231.0,85809.9003846356,340110988.0,3.5999999999999996,Extreme,4.2589103007234,0.9812042343123991
438,21,Male,Graduate,6.7,WhatsApp,Yes,5.5,6,Single,3,7,Mexico,Mexico,MEX,14157.9445835849,130861007.0,13826.1306570122,129739759.0,14157.9445835849,130861007.0,2.5,Extreme,2.3999044620948546,0.864228520726634
439,20,Female,Undergraduate,3.4,Instagram,No,8.6,7,In Relationship,2,5,France,France,FRA,46150.4876861593,68516699.0,44690.9345395117,68287487.0,46150.4876861593,68516699.0,0.0,Moderate,3.265881910250046,0.3356573950363703
440,22,Male,Graduate,4.2,TikTok,Yes,8.0,6,Single,3,7,Canada,Canada,CAN,54282.6176051733,41288599.0,54220.3285039875,40083484.0,54282.6176051733,41288599.0,0.0,Heavy,0.11488145296135578,3.00651260753681
441,19,Female,Undergraduate,4.0,Instagram,Yes,7.9,6,Single,3,7,Spain,Spain,ESP,35297.0094995565,48807137.0,33509.0127982139,48347910.0,35297.0094995565,48807137.0,0.09999999999999964,Moderate,5.335868030817975,0.9498383694352042
442,21,Male,Graduate,2.8,Facebook,No,9.0,8,In Relationship,2,4,Denmark,Denmark,DNK,71851.7562131368,5976992.0,68453.8769281145,5946952.0,71851.7562131368,5976992.0,0.0,Moderate,4.963749954718434,0.5051327133630809
443,20,Female,Undergraduate,3.7,TikTok,Yes,8.2,7,Single,3,6,Ireland,Ireland,IRL,107316.337306921,5380257.0,103887.800388081,5307600.0,107316.337306921,5380257.0,0.0,Moderate,3.3002305429823706,1.368923807370563
444,22,Male,Graduate,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,India,India,IND,2696.66389984463,1450935791.0,2530.12031278204,1438069596.0,2696.66389984463,1450935791.0,2.7,Extreme,6.582437452528262,0.894685141511051
445,19,Female,Undergraduate,2.7,Instagram,No,9.1,8,Single,2,4,Switzerland,Switzerland,CHE,103669.872008144,9034102.0,100631.802755125,8888093.0,103669.872008144,9034102.0,0.0,Moderate,3.018995158430942,1.6427483375792762
446,21,Male,Graduate,4.3,Instagram,Yes,7.9,6,Single,3,7,Turkey,Turkiye,TUR,15473.2872636856,85518661.0,13105.6585004778,85325965.0,15473.2872636856,85518661.0,0.09999999999999964,Heavy,18.065698592111797,0.2258351253337715
